Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables
Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Calc Key Parm;Calc Key Parm;CB DS;CB DS;CB OP;CB OP;Check Edge Suff. Bonds;Check Edge Suff. Bonds;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable
CB Avg Bond Site Area (pix);N Bonds Expected in ROI;CB Unacceptable Limit - N Bonds in ROI;CB Acceptable Limit - N Bonds in ROI;HB Avg Bond Site Area (pix);HB Acceptable Limit - N Bonds in ROI;HB Unacceptable Limit - N Bonds in ROI;MD Iterations;MD Iteration Length;Percentage of Area;Pixel Count;Percentage of Area;Pixel Count;[DB] CB Num Bonds OP;[DB] CB Num Bonds DS;92203662.01;92203662.01c;92203662.02;92203662.02c;99971742.01;99971742.01c;99971742.02;99971742.02c;vALL.Image.Confidence;vALL.Image.Name
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;43,91026;137;761,11111;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134649_144_P1189.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;44,44444;128;711,11111;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134650_694_P1220.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;41,66667;130;722,22222;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134652_244_P1251.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,98718;131;727,77778;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134653_794_P1282.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;40,0641;125;694,44444;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134655_344_P1313.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;44,09722;127;705,55556;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134656_894_P1344.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;46,875;135;750;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134658_444_P1375.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;37,82051;118;655,55556;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134700_044_P1407.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;39,74359;124;688,88889;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134701_744_P1441.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;39,42308;123;683,33333;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134703_294_P1472.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;40,0641;125;694,44444;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134704_844_P1503.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;40,70513;127;705,55556;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134706_394_P1534.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;38,78205;121;672,22222;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134709_494_P1596.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;41,02564;128;711,11111;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134711_044_P1627.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;39,42308;123;683,33333;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134714_444_P1695.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;44,79167;129;716,66667;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134715_994_P1726.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;36,21795;113;42,62821;133;738,88889;627,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134717_544_P1757.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,82051;118;40,70513;127;705,55556;655,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134719_094_P1788.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;40,70513;127;705,55556;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134720_644_P1819.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;42,62821;133;738,88889;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134722_294_P1852.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;35,89744;112;622,22222;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134723_844_P1883.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;38,78205;121;672,22222;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134725_394_P1914.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;40,38462;126;700;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134726_944_P1945.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,14103;119;40,70513;127;705,55556;661,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134728_494_P1976.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;40,38462;126;700;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134730_044_P2007.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;41,34615;129;716,66667;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134731_594_P2038.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;32,05128;100;555,55556;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_134733_144_P2069.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;39,74359;124;688,88889;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_145040_340_P256.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;45,13889;130;722,22222;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_145116_740_P984.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;40,38462;126;700;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_145119_640_P1042.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;37,82051;118;655,55556;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_145121_190_P1073.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;40,38462;126;700;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151725_400_P245.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;42,94872;134;744,44444;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151726_950_P276.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;45,19231;141;783,33333;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151728_600_P309.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;39,42308;123;683,33333;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151730_150_P340.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;43,91026;137;761,11111;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151731_700_P371.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,82051;118;38,78205;121;672,22222;655,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151733_250_P402.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;40,70513;127;705,55556;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151734_800_P433.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;37,5;117;650;677,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151737_900_P495.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;40,70513;127;705,55556;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151739_500_P527.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;40,0641;125;694,44444;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151741_050_P558.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;39,10256;122;677,77778;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151742_850_P594.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;42,94872;134;744,44444;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151744_400_P625.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;43,91026;137;761,11111;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151745_950_P656.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;39,42308;123;683,33333;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151747_600_P689.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;38,78205;121;672,22222;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151749_150_P720.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;41,34615;129;716,66667;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151754_850_P834.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;42,62821;133;738,88889;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_151756_400_P865.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,87179;140;40,0641;125;694,44444;777,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153807_276_P257.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,19231;141;41,98718;131;727,77778;783,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153808_826_P288.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;40,0641;125;694,44444;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153810_376_P319.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;40,38462;126;700;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153811_926_P350.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;43,26923;135;750;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153813_526_P382.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;43,26923;135;750;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153815_076_P413.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;41,66667;130;722,22222;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153816_626_P444.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;42,62821;133;738,88889;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153818_176_P475.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;42,94872;134;744,44444;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153819_726_P506.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;46,15385;144;42,94872;134;744,44444;800;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153821_276_P537.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;41,98718;131;727,77778;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153822_876_P569.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;39,10256;122;677,77778;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153824_426_P600.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;42,36111;122;677,77778;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153825_976_P631.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;44,23077;138;766,66667;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153827_526_P662.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;42,62821;133;738,88889;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153830_626_P724.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;41,66667;130;722,22222;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153832_226_P756.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;41,02564;128;711,11111;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153833_826_P788.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;39,74359;124;688,88889;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153835_376_P819.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,82051;118;42,94872;134;744,44444;655,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153836_926_P850.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,82051;118;42,30769;132;733,33333;655,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153838_476_P881.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;40,0641;125;694,44444;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153840_026_P912.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;39,42308;123;683,33333;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153841_576_P943.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;42,30769;132;733,33333;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153843_176_P975.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;39,10256;122;677,77778;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153844_726_P1006.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;44,23077;138;766,66667;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153846_276_P1037.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;41,34615;129;716,66667;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153849_376_P1099.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;40,70513;127;705,55556;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153850_926_P1130.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;39,74359;124;688,88889;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153852_476_P1161.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;39,10256;122;677,77778;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153854_026_P1192.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;47,91667;138;766,66667;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153855_576_P1223.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;42,94872;134;744,44444;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153857_126_P1254.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;40,38462;126;700;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153858_676_P1285.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;41,34615;129;716,66667;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153900_226_P1316.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;40,70513;127;705,55556;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153901_776_P1347.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;43,26923;135;750;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153903_326_P1378.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;41,66667;130;722,22222;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153904_926_P1410.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;42,94872;134;744,44444;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153906_476_P1441.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;44,79167;129;716,66667;677,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153908_026_P1472.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;39,42308;123;683,33333;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153909_576_P1503.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;38,78205;121;672,22222;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153911_126_P1534.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;40,38462;126;700;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153912_676_P1565.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;38,78205;121;672,22222;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153914_226_P1596.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;41,34615;129;716,66667;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153915_776_P1627.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;44,87179;140;777,77778;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153917_326_P1658.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;39,10256;122;677,77778;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153918_876_P1689.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;38,46154;120;666,66667;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153920_476_P1721.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;39,10256;122;677,77778;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153922_026_P1752.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;41,34615;129;716,66667;672,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153923_576_P1783.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;40,38462;126;700;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153925_126_P1814.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;46,52778;134;744,44444;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153926_676_P1845.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;41,34615;129;716,66667;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153928_226_P1876.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,83333;143;41,34615;129;716,66667;794,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153929_776_P1907.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;42,62821;133;738,88889;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153931_326_P1938.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;41,34615;129;716,66667;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153934_426_P2000.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;39,74359;124;688,88889;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153935_976_P2031.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;37,5;117;650;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153937_526_P2062.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;43,91026;137;761,11111;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153939_076_P2093.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;41,66667;130;722,22222;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153940_626_P2124.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;41,02564;128;711,11111;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153943_726_P2186.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;38,14103;119;661,11111;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153945_276_P2217.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;33,65385;105;583,33333;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153948_376_P2279.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;41,98718;131;727,77778;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153949_976_P2311.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,66667;130;722,22222;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153951_526_P2342.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;48,26389;139;772,22222;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153953_226_P2376.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;44,87179;140;777,77778;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153954_776_P2407.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;40,70513;127;705,55556;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153956_326_P2438.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;37,5;117;650;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153957_876_P2469.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,46154;120;41,02564;128;711,11111;666,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_153959_476_P2501.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;40,38462;126;700;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154001_026_P2532.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;39,42308;123;683,33333;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154002_576_P2563.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;39,42308;123;683,33333;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154004_126_P2594.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;42,62821;133;738,88889;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154005_676_P2625.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;40,38462;126;700;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154007_226_P2656.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;39,10256;122;677,77778;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154008_776_P2687.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;41,02564;128;711,11111;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154010_326_P2718.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;44,87179;140;777,77778;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154011_876_P2749.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;41,98718;131;727,77778;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154013_476_P2781.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;38,14103;119;661,11111;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154016_576_P2843.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;39,74359;124;688,88889;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154018_126_P2874.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;40,38462;126;700;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154021_276_P2937.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;43,26923;135;750;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154022_826_P2968.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;40,70513;127;705,55556;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154025_926_P3030.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,98718;131;727,77778;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_154029_076_P3093.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;42,30769;132;733,33333;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_155758_151_P316.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;39,10256;122;677,77778;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_155803_901_P431.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;41,02564;128;711,11111;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_155807_001_P493.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;42,94872;134;744,44444;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_155808_551_P524.jpg
